Author,Prompt,Answer,Content
Okuro3499,"<string name=""about"">
    <![CDATA[
    <h3>MyPlanet</h3>
    <p>myPlanet is a learning tool that is designed to work with Planet web application.
        It has been used to improve early education, secondary schools, village health, youth workforce development,
        and economic and community development.</p>
    <p>Planet houses is a repository of free, open access and public domain resources to benefit all learners.</p>

    <p>myPlanet is designed to be available to everyone, everywhere, all the time. It is portable, affordable, scalable and sustainable.
        It runs on any android device such as tablets and mobile phones. It functions off, as well as on, the Internet.</p>

    <p>This application enables schools and communities to have a complete multi-media library and learning system that periodically connects with Planet.
        Configured devices can contain the learners\' personal dashboard. This ensures learners can read books on their shelf and take courses offline - i.e
        without connection to a central server. Learners are encouraged to rate from one to five stars the resources they use and the courses they take.
        Periodically learners can sync with a server. Activity data are uploaded and new resources are downloaded in a matter of a few minutes unto myPlanet for offline use.</p>

    <p>The dashboard also contains a record of achievements, a calendar of events, and an internal chat system for communicating with fellow members.</p>

    <p>myPlanet has been proven highly effective in improving learning opportunities for over fifty thousand learners in more than 100 locations,
        in schools throughout Nepal, Ghana, Kenya, and Rwanda, with Syrian refugees in Jordan, Somali refugees in Kenya, and village health workers in Uganda.</p>
    ]]>
</string>","<h3>मेरो सन्दर्भ</h3>
    <p>myPlanet एक शिक्षा उपकरण हो जुन Planet वेब अनुप्रयोगसँग संगठित गरिएको छ।
        यसले सुरुवाती शिक्षा, माध्यमिक विद्यालयहरू, गाउँ स्वास्थ्य, युवा श्रम विकास,
        र आर्थिक र समुदाय विकास सुधार गर्न मात्र प्रयोग गरिएको छ।</p>
    <p>Planet houses व्यावसायिक अनुसन्धान का लागि एक मुक्त, खुला पहुँच र सार्वजनिक डोमेन स्रोतहरूको भण्डार हो जसले सबै शिक्षार्थीहरूको लाभमा आउने भएको छ।</p>[CODE_BLOCK_0]</string>","<p>myPlanet नेपालको सबैभन्दा सुलभ, सर्वत्र, सर्वदा उपलब्ध बनाइएको छ। यसले केटारहित, सस्तो, मिल्ने र स्थायी हो।
    यसले ट्याब्लेट र मोबाइल फोनहरू जस्तै कुनै एन्ड्रोइड यन्त्रमा चल्छ। यो इन्टरनेटको साथ, साथै इन्टरनेट बाहेक पनि काम गर्छ।</p>

<p>यो अनुप्रयोगले विद्यालयहरू र समुदायलाई पूर्ण मल्टिमिडिया लाइब्रेरी र शिक्षा प्रणाली प्रदान गर्दछ जो नियमित रूपमा Planet सँग कनेक्ट गर्दछ।
    विनियोजित यन्त्रहरूमा शिक्षार्थीहरूको व्यक्तिगत ड्यासबोर्ड रहन्छ। यसले शिक्षार्थीहरूले आफ्नो ठाउँमा पुस्तकहरू पढ्न र कोर्सहरू बिना तथा बिना केन्द्रीय सर्भरसँगको कनेक्सन भइ अफलाइनमा लिन सक्छ।
    शिक्षार्थीहरूलाई प्रोत्साहन दिइन्छ कि उनीहरूले प्रयोग गरेका स्रोतहरू र कोर्सहरूलाई एकदेखि पाँच ताराको रेट दिन्छन्।
    नियमित रूपमा शिक्षार्थीहरू सर्भरसँग सिङ्क गर्छन्। गतिविधि डाटा अपलोड गरिन्छ र नयाँ स्रोतहरू myPlanetमा अफलाइन प्रयोगका लागि केहि मिनेटमा डाउनलोड गरिन्छ।</p>

<p>ड्यासबोर्डमा रिकॉर्ड ऑफ अचीवमेन्ट, इभेन्टको पात्रो, र सहकर्मी सदस्यहरूसँग अन्तरिक्ष च्याट प्रणाली पनि रहेको छ।</p>

<p>myPlanetले अधिकांश १०० स्थानहरूमा नेपाल, घाना, केन्या, र रवाण्डामा विद्यार्थीहरूको शिक्षा अवसरमा उत्कृष्ट परिणाम देखाएको छ,
    जो जोर्डनमा सिरियन शरणार्थीहरू, केन्यामा सोमाली शरणार्थीहरू, र उगाण्डामा गाउँ स्वास्थ्य कार्यकर्ताहरूसँग छ।</p>
]]>
"
Okuro3499,convert string to nepali,"To convert a string to the Nepali language, you can use the transliterate() function from the transliterate package in Python. Here's an example:[CODE_BLOCK_0]Output:[CODE_BLOCK_1]In the above example, the transliterate package is used to transliterate English text into the Nepali script. The translit() function takes the string and the target language code as parameters. In this case, 'ne' represents the Nepali language. The reversed=True argument is used to reverse the transliteration from the default Devanagari script to the Romanized form.","from transliterate import translit

def convert_to_nepali(string):
    nepali_text = translit(string, 'ne', reversed=True)
    return nepali_text

# Example usage
english_text = ""Hello, how are you?""
nepali_text = convert_to_nepali(english_text)
print(nepali_text)
"
Okuro3499,convert string to nepali,"To convert a string to the Nepali language, you can use the transliterate() function from the transliterate package in Python. Here's an example:[CODE_BLOCK_0]Output:[CODE_BLOCK_1]In the above example, the transliterate package is used to transliterate English text into the Nepali script. The translit() function takes the string and the target language code as parameters. In this case, 'ne' represents the Nepali language. The reversed=True argument is used to reverse the transliteration from the default Devanagari script to the Romanized form.","नमस्ते, कस्तो हुनुहुन्छ?
"
Okuro3499,"<string name=""app_name"">My Planet</string>
    <string name=""app_project_name"">myPlanet</string>
    <string name=""action_settings"">Settings</string>
    <string name=""hint_name"">Username</string>
    <string name=""hint_password"">Password</string>
    <string name=""btn_sign_in"">Sign In</string>
    <string name=""btn_sync"">Sync</string>
    <string name=""btn_sync_save"">Save</string>
    <string name=""btn_sync_cancel"">Cancel</string>
    <string name=""err_msg_name"">Enter your username</string>
    <string name=""err_msg_password"">Enter the password</string>
    <string name=""err_msg_login"">Username and/or password do not match</string>
    <string name=""hint_serverURl"">Planet Server Address (Eg. 192.168.2.1)</string>
    <string name=""hint_serverPin"">Server Pin (Get this pin from administrator)</string>
    <string name=""radio_protocol"">Protocol:</string>
    <string name=""radio_http"">HTTP</string>
    <string name=""radio_https"">HTTPS</string>
    <string name=""title_activity_dashboard"">Dashboard</string>
    <string name=""menu_myplanet"">My Planet</string>
    <string name=""menu_home"">Home</string>
    <string name=""menu_library"">Library</string>
    <string name=""menu_courses"">Courses</string>
    <string name=""menu_meetups"">Meetups</string>
    <string name=""menu_surveys"">Surveys</string>
    <string name=""menu_logout"">Logout</string>
    <string name=""menu_feedback"">Feedback</string>
    <string name=""system_name"">myPlanet</string>
    <string name=""txt_myLibrary"">myLibrary</string>
    <string name=""txt_myCourses"">myCourses</string>
    <string name=""txt_myMeetups"">myMeetups</string>
    <string name=""txt_myTeams"">myTeams</string>
    <string name=""button_submit"">Submit</string>
    <string name=""button_cancel"">Cancel</string>
    <string name=""download_suggestion"">The following files are not downloaded. Do you want to download them for offline use?</string>
    <string name=""download_selected"">Download Selected</string>
    <string name=""txt_cancel"">Cancel</string>
    <string name=""download_all"">Download All</string>
    <string name=""hello_blank_fragment"">Hello blank fragment</string>
    <string name=""add_to_mycourse"">Add to my courses</string>
    <string name=""join_selected"">Join Selected</string>
    <string name=""join"">Join</string>
    <string name=""add_to_mylib"">Add To myLibrary</string>
    <string name=""step"">step</string>
    <string name=""submission"">mySubmissions</string>
    <string name=""calendar"">Calendar</string>
    <string name=""email"">Email</string>
    <string name=""documents"">Documents</string>
    <string name=""your_ans"">Your Answer</string>
    <string name=""delete_my_course"">Delete myCourse</string>
    <string name=""invite_member"">Invite Member</string>
    <string name=""is_urgent"">Is your feedback Urgent?</string>
    <string name=""feedback_type"">Feedback Type:</string>
    <string name=""suggestion"">Suggestion</string>
    <string name=""no"">No</string>
    <string name=""yes"">Yes</string>
    <string name=""question"">Question</string>
    <string name=""bug"">Bug</string>
    <string name=""your_feedback"">Your Feedback *</string>
    <string name=""button_update"">Update</string>
    <string name=""level"">Level</string>
    <string name=""male"">Male</string>
    <string name=""female"">Female</string>
    <string name=""gender"">Gender</string>
    <string name=""birth_date"">Birth Date</string>
    <string name=""phone_number"">Phone Number</string>
    <string name=""language"">Language</string>
    <string name=""last_name"">Last Name</string>
    <string name=""version"">Version</string>
    <string name=""middle_name"">Middle Name</string>
    <string name=""first_name"">First Name</string>
    <string name=""search_dots"">Search…</string>
    <string name=""btn_remove_lib"">Remove</string>
    <string name=""download"">Download</string>
    <string name=""published_by"">Published By:</string>
    <string name=""author"">Author:</string>
    <string name=""language_with_colon"">Language:</string>
    <string name=""subject"">Subject/s:</string>
    <string name=""license"">License:</string>
    <string name=""type"">Type:</string>
    <string name=""resource"">Resource:</string>
    <string name=""your_rating"">Your Rating</string>
    <string name=""your_comment"">Leave your comment</string>
    <string name=""show_top_nav"">Show Top Navigation Bar in Dashboard</string>
    <string name=""sync_now"">Sync Now</string>
    <string name=""logout"">Logout</string>
    <string name=""settings"">Settings</string>
    <string name=""change_password"">Change Password</string>
    <string name=""edit_profile"">Edit Profile</string>
    <string name=""view_profile"">View Profile</string>
    <string name=""alerts"">Alerts</string>
    <string name=""profile"">Profile</string>
    <string name=""user"">User</string>
    <string name=""remove_selected"">Remove Selected</string>
    <string name=""dismiss"">Finish</string>
    <string name=""stop_download"">Stop Download</string>
    <string name=""downloading_file"">Downloading file...</string>
    <string name=""cancel"">Cancel</string>
    <string name=""add_to_mycourses"">Add To My Courses</string>
    <string name=""added_to"">added to</string>
    <string name=""removed_from"">removed from</string>
    <string name=""my_courses"">My Courses</string>
    <string name=""filter_collections"">Filter Collections</string>
    <string name=""select_many_collections"">Select Many Collections</string>
    <string name=""collections"">Collections</string>
    <string name=""ok"">OK</string>
    <string name=""inactive_message"">User not activated, please contact administrator or manager to activate your account.</string>
    <string name=""archive_mycourse"">Archive myCourse</string>
    <string name=""menu_achievement"">Achievements</string>
    <string name=""edit_achievement"">Edit Achievement</string>
    <string name=""add_resources"">Add Resources</string>
    <string name=""description"">Description</string>
    <string name=""title_asterisk"">Title *</string>
    <string name=""name_asterisk"">Name *</string>
    <string name=""relationship"">Relationship</string>
    <string name=""date"">Date</string>
    <string name=""birth_place"">Birth Place</string>
    <string name=""clear_tags"">Clear</string>
    <string name=""add_an_achievement"">Add an Achievement</string>
    <string name=""add_a_reference"">Add a Reference</string>
    <string name=""learner"">Learner</string>
    <string name=""show_filter"">Show Filter</string>
    <string name=""subjects"">Subjects</string>
    <string name=""mediums"">Mediums</string>
    <string name=""levels"">Levels</string>
    <string name=""languages"">Languages</string>
    <string name=""txt_myLife"">myLife</string>
    <string name=""achievements"">myAchievements</string>
    <string name=""messeges"">myMessages</string>
    <string name=""contacts"">Contacts</string>
    <string name=""news"">Our News</string>
    <string name=""references"">References</string>
    <string name=""maps"">Maps</string>
    <string name=""help_wanted"">Help Wanted</string>
    <string name=""btn_guest_login"">Login As Guest</string>
    <string name=""enter_username"">Enter Username</string>
    <string name=""login"">Login</string>
    <string name=""child_mode"">Easy Mode</string>
    <string name=""joined_members"">Joined Members</string>
    <string name=""requested_member"">Requested Member</string>
    <string name=""courses"">Courses</string>
    <string name=""enter_message_here"">Enter message here</string>
    <string name=""what_would"">What would you like to share?</string>
    <string name=""our_news"">Our News</string>
    <string name=""delete_record"">Are you sure you want to delete the following ?</string>
    <string name=""edit_post"">Edit Post</string>
    <string name=""search_user"">Search user</string>
    <string name=""get_started"">GET STARTED</string>
    <string name=""enter_password"">Enter Password</string>
    <string name=""managerial_login"">Manager Login</string>
    <string name=""save_username_and_password"">Save Username and Password</string>
    <string name=""year"">Year</string>
    <string name=""publisher"">Publisher</string>
    <string name=""link_to_license"">Link to license</string>
    <string name=""resource_for"">Resource For</string>
    <string name=""open_which_file"">Open Which File</string>
    <string name=""file_upload"">File Upload</string>
    <string name=""choose_file"">Choose File</string>
    <string name=""file_downloadable"">File downloadable</string>
    <string name=""priority"">Priority</string>
    <string name=""status"">Status</string>
    <string name=""title_not_compulsary"">Title</string>
    <string name=""discussion"">Discussion</string>
    <string name=""add_message"">Add Message</string>
    <string name=""enter_message"">Enter your message here..</string>
    <string name=""added_by"">Added By</string>
    <string name=""record_audio"">Record Audio</string>
    <string name=""record_video"">Record Video</string>
    <string name=""select_gallery"">Select From Gallery</string>
    <string name=""add_resource"">Add Resource:</string>
    <string name=""reply"">Reply</string>
    <string name=""show_reply"">Show Replies</string>
    <string name=""show_main_conversation"">Show main conversation</string>
    <string name=""https_protocol"">https://</string>
    <string name=""http_protocol"">http://</string>
    <string name=""showing_reply_of"">Showing reply of:</string>
    <string name=""open_date"">Open Date</string>
    <string name=""my_survey"">mySurvey</string>",Here are the translations of the provided strings into Nepali:[CODE_BLOCK_0]Please note that these translations are provided as a reference and may not be completely accurate. It's always recommended to consult with a native Nepali speaker for precise translations.,"<string name=""app_name"">मेरो ग्रह</string>
<string name=""app_project_name"">मेरो ग्रह</string>
<string name=""action_settings"">सेटिङ्स</string>
<string name=""hint_name"">प्रयोगकर्तानाम</string>
<string name=""hint_password"">पासवर्ड</string>
<string name=""btn_sign_in"">साइन इन गर्नुहोस्</string>
<string name=""btn_sync"">सिङ्क</string>
<string name=""btn_sync_save"">सुरक्षित गर्नुहोस्</string>
<string name=""btn_sync_cancel"">रद्द गर्नुहोस्</string>
<string name=""err_msg_name"">तपाईंको प्रयोगकर्तानाम लेख्नुहोस्</string>
<string name=""err_msg_password"">पासवर्ड लेख्नुहोस्</string>
<string name=""err_msg_login"">प्रयोगकर्तानाम र/वा पासवर्ड मेल खान्छैन</string>
<string name=""hint_serverURl"">ग्रह सर्भर ठेगाना (उदाहरणका लागि १९२.१६८.१.१)</string>
<string name=""hint_serverPin"">सर्भर पिन (प्रशासकबाट यस पिन प्राप्त गर्नुहोस्)</string>
<string name=""radio_protocol"">प्रोटोकल:</string>
<string name=""radio_http"">HTTP</string>
<string name=""radio_https"">HTTPS</string>
<string name=""title_activity_dashboard"">ड्यासबोर्ड</string>
<string name=""menu_myplanet"">मेरो ग्रह</string>
<string name=""menu_home"">होम</string>
<string name=""menu_library"">पुस्तकालय</string>
<string name=""menu_courses"">पाठ्यक्रमहरू</string>
<string name=""menu_meetups"">मिठिङहरू</string>
<string name=""menu_surveys"">सर्वेक्षणहरू</string>
<string name=""menu_logout"">लगआउट</string>
<string name=""menu_feedback"">प्रतिक्रिया</string>
<string name=""system_name"">मेरो ग्रह</string>
<string name=""txt_myLibrary"">मेरो पुस्तकालय</string>
<string name=""txt_myCourses"">मेरो पाठ्यक्रमहरू</string>
<string name=""txt_myMeetups"">मेरो मिठिङहरू</string>
<string name=""txt_myTeams"">मेरो संघ</string>
<string name=""button_submit"">पेश गर्नुहोस्</string>
<string name=""button_cancel"">रद्द गर्नुहोस्</string>
<string name=""download_suggestion"">निम्नलिखित फाइलहरू डाउनलोड गर्न चाहनुहुन्छ। के तपाईं यी फाइलहरूलाई अफलाइन उपयोगका लागि डाउनलोड गर्न चाहनुहुन्छ?</string>
<string name=""download_selected"">चयनित डाउनलोड गर्नुहोस्</string>
<string name=""txt_cancel"">रद्द गर्नुहोस्</string>
<string name=""download_all"">सबै डाउनलोड गर्नुहोस्</string>
<string name=""hello_blank_fragment"">नमस्ते रिक्त फ्रेमेन्ट</string>
<string name=""add_to_mycourse"">मेरो पाठ्यक्रममा थप्नुहोस्</string>
<string name=""join_selected"">चयनितमा सामेल हुनुहोस्</string>
<string name=""join"">सामेल हुनुहोस्</string>
<string name=""add_to_mylib"">मेरो पुस्तकालयमा थप्नुहोस्</string>
<string name=""step"">चरण</string>
<string name=""submission"">मेरो पेश</string>
<string name=""calendar"">पात्रो</string>
<string name=""email"">ईमेल</string>
<string name=""documents"">कागजातहरू</string>
<string name=""your_ans"">तपाईंको उत्तर</string>
<string name=""delete_my_course"">मेरो पाठ्यक्रम मेटाउनुहोस्</string>
<string name=""invite_member"">सदस्यलाई आमन्त्रित गर्नुहोस्</string>
<string name=""is_urgent"">तपाईंको प्रतिक्रिया अत्यावश्यक छ?</string>
<string name=""feedback_type"">प्रतिक्रिया प्रकार:</string>
<string name=""suggestion"">सुझाव</string>
<string name=""no"">होइन</string>
<string name=""yes"">हो</string>
<string name=""question"">प्रश्न</string>
<string name=""bug"">बग</string>
<string name=""your_feedback"">तपाईंको प्रतिक्रिया *</string>
<string name=""button_update"">अद्यावधिक गर्नुहोस्</string>
<string name=""level"">स्तर</string>
<string name=""male"">पुरुष</string>
<string name=""female"">महिला</string>
<string name=""gender"">लिङ्ग</string>
<string name=""birth_date"">जन्म मिति</string>
<string name=""phone_number"">फोन नम्बर</string>
<string name=""language"">भाषा</string>
<string name=""last_name"">थर</string>
<string name=""version"">संस्करण</string>
<string name=""middle_name"">विचारको नाम</string>
<string name=""first_name"">नाम</string>
<string name=""search_dots"">खोज्नुहोस्...</string>
<string name=""btn_remove_lib"">हटाउनुहोस्</string>
<string name=""download"">डाउनलोड गर्नुहोस्</string>
<string name=""published_by"">प्रकाशित गर्ने:</string>
<string name=""author"">लेखक:</string>
<string name=""language_with_colon"">भाषा:</string>
<string name=""subject"">विषयहरू:</string>
<string name=""license"">लाइसेन्स:</string>
<string name=""type"">प्रकार:</string>
<string name=""resource"">स्रोत:</string>
<string name=""your_rating"">तपाईंको मत *</string>
<string name=""your_comment"">तपाईंको टिप्पणी छोड्नुहोस्</string>
<string name=""show_top_nav"">ड्यासबोर्डमा शीर्ष नेभिगेशन पट्ट देखाउनुहोस्</string>
<string name=""sync_now"">अहिले सिङ्क गर्नुहोस्</string>
<string name=""logout"">लगआउट</string>
<string name=""settings"">सेटिङ्स</string>
<string name=""change_password"">पासवर्ड परिवर्तन गर्नुहोस्</string>
<string name=""edit_profile"">प्रोफाइल सम्पादन गर्नुहोस्</string>
<string name=""view_profile"">प्रोफाइल हेर्नुहोस्</string>
<string name=""alerts"">चेतावनीहरू</string>
<string name=""profile"">प्रोफाइल</string>
<string name=""user"">प्रयोगकर्ता</string>
<string name=""remove_selected"">चयनित हटाउनुहोस्</string>
<string name=""dismiss"">समाप्त गर्नुहोस्</string>
<string name=""stop_download"">डाउनलोड रोक्नुहोस्</string>
<string name=""downloading_file"">फाइल डाउनलोड गर्दै...</string>
<string name=""cancel"">रद्द गर्नुहोस्</string>
<string name=""add_to_mycourses"">मेरो पाठ्यक्रममा थप्नुहोस्</string>
<string name=""added_to"">थपिएको</string>
<string name=""removed_from"">हटाइएको</string>
<string name=""my_courses"">मेरो पाठ्यक्रमहरू</string>
<string name=""filter_collections"">संग्रहहरू छान्नुहोस्</string>
<string name=""select_many_collections"">धेरै संग्रहहरू छान्नुहोस्</string>
<string name=""collections"">संग्रहहरू</string>
<string name=""ok"">ठिक छ</string>
<string name=""inactive_message"">प्रयोगकर्ता सक्रिय गरिएको छैन, कृपया प्रशासक वा प्रबन्धकलाई सम्पर्क गर्नुहोस् तपाईंको खाता सक्रिय गर्नको लागि।</string>
<string name=""archive_mycourse"">मेरो पाठ्यक्रम आर्काइभ गर्नुहोस्</string>
<string name=""menu_achievement"">साधारणता</string>
<string name=""edit_achievement"">साधारणता सम्पादन गर्नुहोस्</string>
<string name=""add_resources"">स्रोतहरू थप्नुहोस्</string>
<string name=""description"">वर्णन</string>
<string name=""title_asterisk"">शीर्षक *</string>
<string name=""name_asterisk"">नाम *</string>
<string name=""relationship"">सम्बन्ध</string>
<string name=""date"">मिति</string>
<string name=""birth_place"">जन्मस्थान</string>
<string name=""clear_tags"">स्पष्ट गर्नुहोस्</string>
<string name=""add_an_achievement"">साधारणता थप्नुहोस्</string>
<string name=""add_a_reference"">सन्दर्भ थप्नुहोस्</string>
<string name=""learner"">शिक्षार्थी</string>
<string name=""show_filter"">फिल्टर देखाउनुहोस्</string>
<string name=""subjects"">विषयहरू</string>
<string name=""mediums"">माध्यमहरू</string>
<string name=""levels"">स्तरहरू</string>
<string name=""languages"">भाषाहरू</string>
<string name=""txt_myLife"">मेरो जीवन</string>
<string name=""achievements"">मेरो साधारणता</string>
<string name=""messeges"">मेरा सन्देशहरू</string>
<string name=""contacts"">सम्पर्कहरू</string>
<string name=""news"">हाम्रो समाचार</string>
<string name=""references"">सन्दर्भहरू</string>
<string name=""maps"">नक्सा</string>
<string name=""help_wanted"">सहयोग चाहियो</string>
<string name=""btn_guest_login"">मेहमानको रूपमा लगइन गर्नुहोस्</string>
<string name=""enter_username"">प्रयोगकर्तानाम प्रविष्ट गर्नुहोस्</string>
<string name=""login"">लगइन</string>
<string name=""child_mode"">सजिलो मोड</string>
<string name=""joined_members"">सामेल हुने सदस्यहरू</string>
<string name=""requested_member"">अनुरोधित सदस्य</string>
<string name=""courses"">पाठ्यक्रमहरू</string>
<string name=""enter_message_here"">यहाँ सन्देश प्रविष्ट गर्नुहोस्</string>
<string name=""what_would"">तपाईंलाई के साझा गर्न चाहनुहुन्छ?</string>
<string name=""our_news"">हाम्रा समाचारहरू</string>
<string name=""delete_record"">के तपाईं यो हटाउन चाहनुहुन्छ?</string>
<string name=""edit_post"">पोस्ट सम्पादन गर्नुहोस्</string>
<string name=""search_user"">प्रयोगकर्ता खोज्नुहोस्</string>
<string name=""get_started"">सुरु गर्नुहोस्</string>
<string name=""enter_password"">पासवर्ड प्रविष्ट गर्नुहोस्</string>
<string name=""managerial_login"">प्रबन्धक लगइन</string>
<string name=""save_username_and_password"">प्रयोगकर्तानाम र पासवर्ड सुरक्षित गर्नुहोस्</string>
<string name=""year"">वर्ष</string>
<string name=""publisher"">प्रकाशक</string>
<string name=""link_to_license"">लाइसेन्समा लिङ्क</string>
<string name=""resource_for"">स्रोतको लागि</string>
<string name=""open_which_file"">कुन फाइल खोल्नुहोस्</string>
<string name=""file_upload"">फाइल अपलोड गर्नुहोस्</string>
<string name=""choose_file"">फाइल चयन गर्नुहोस्</string>
<string name=""file_downloadable"">फाइल डाउनलोड गर्न सकिन्छ</string>
<string name=""priority"">प्राथमिकता</string>
<string name=""status"">स्थिति</string>
<string name=""title_not_compulsary"">शीर्षक</string>
<string name=""discussion"">छलफल</string>
<string name=""add_message"">सन्देश थप्नुहोस्</string>
<string name=""enter_message"">तपाईंको सन्देश यहाँ प्रविष्ट गर्नुहोस्...</string>
<string name=""added_by"">थपिएको</string>
<string name=""record_audio"">आवाज रेकर्ड गर्नुहोस्</string>
<string name=""record_video"">भिडियो रेकर्ड गर्नुहोस्</string>
<string name=""select_gallery"">ग्यालरीबाट छान्नुहोस्</string>
<string name=""add_resource"">स्रोत थप्नुहोस्:</string>
<string name=""reply"">उत्तर दिनुहोस्</string>
<string name=""show_reply"">उत्तरहरू देखाउनुहोस्</string>
<string name=""show_main_conversation"">मुख्य बातचीत देखाउनुहोस्</string>
<string name=""https_protocol"">https://</string>
<string name=""http_protocol"">http://</string>
<string name=""showing_reply_of"">उत्तर देखाउँदै:</string>
<string name=""open_date"">खोल्ने मिति</string>
<string name=""my_survey"">मेरो सर्वेक्षण</string>
"
Okuro3499," <string-array name=""level"">
        <item></item>
        <item>Beginner</item>
        <item>Intermediate</item>
        <item>Advanced</item>
        <item>Expert</item>
    </string-array>","Here's the translation of the <string-array> for the ""level"" values:[CODE_BLOCK_0]In this translation, the levels are translated as follows:Beginner: प्रारम्भिकIntermediate: मध्यमAdvanced: उन्नतExpert: विशेषज्ञPlease note that the first <item></item> is left empty as it appears in the original code.","<string-array name=""level"">
    <item></item>
    <item>प्रारम्भिक</item>
    <item>मध्यम</item>
    <item>उन्नत</item>
    <item>विशेषज्ञ</item>
</string-array>
"
Okuro3499,"<string-array name=""info_type"">
        <item>Languages</item>
        <item>Education</item>
        <item>Employment History</item>
        <item>Badges</item>
        <item>Certificates</item>
        <item>Internships</item>
        <item>Awards</item>
    </string-array>","Here's the translation of the <string-array> for the ""info_type"" values:[CODE_BLOCK_0]In this translation, the info types are translated as follows:Languages: भाषाहरूEducation: शिक्षाEmployment History: रोजगार इतिहासBadges: बैजहरूCertificates: प्रमाणपत्रहरूInternships: इन्टर्नशिपहरूAwards: पुरस्कारहरूPlease note that the translations provided here are based on common usage, but it's always recommended to consult with a native Nepali speaker for precise translations.","<string-array name=""info_type"">
    <item>भाषाहरू</item>
    <item>शिक्षा</item>
    <item>रोजगार इतिहास</item>
    <item>बैजहरू</item>
    <item>प्रमाणपत्रहरू</item>
    <item>इन्टर्नशिपहरू</item>
    <item>पुरस्कारहरू</item>
</string-array>
"
Okuro3499,"<string-array name=""open_With"">
        <item>HTML</item>
        <item>PDF.js</item>
        <item>BeLL-Reader</item>
        <item>Mp3</item>
        <item>Flow Video Player</item>
        <item>BeLL Video Book Player</item>
        <item>Native Video</item>
    </string-array>","Here's the translation of the <string-array> for the ""open_With"" values:[CODE_BLOCK_0]In this translation, the open with options are translated as follows:HTML: HTMLPDF.js: PDF.jsBeLL-Reader: BeLL-ReaderMp3: Mp3Flow Video Player: Flow Video PlayerBeLL Video Book Player: BeLL Video Book PlayerNative Video: नेटिभ भिडियोPlease note that the translations provided here are based on common usage, but it's always recommended to consult with a native Nepali speaker for precise translations.","<string-array name=""open_With"">
    <item>HTML</item>
    <item>PDF.js</item>
    <item>BeLL-Reader</item>
    <item>Mp3</item>
    <item>Flow Video Player</item>
    <item>BeLL Video Book Player</item>
    <item>Native Video</item>
</string-array>
"
Okuro3499,"convert to nepali
<string-array name=""media"">
        <item>Text</item>
        <item>Graphic/Pictures</item>
        <item>Audio/Music/Book</item>
        <item>Video</item>
    </string-array>","Here's the translation of the <string-array> for the ""media"" values:[CODE_BLOCK_0]In this translation, the media types are translated as follows:Text: पाठGraphic/Pictures: ग्राफिक/तस्वीरहरूAudio/Music/Book: अडियो/संगीत/पुस्तकVideo: भिडियोPlease note that the translations provided here are based on common usage, but it's always recommended to consult with a native Nepali speaker for precise translations.","<string-array name=""media"">
    <item>पाठ</item>
    <item>ग्राफिक/तस्वीरहरू</item>
    <item>अडियो/संगीत/पुस्तक</item>
    <item>भिडियो</item>
</string-array>
"
Okuro3499,"<string-array name=""resource_type"">
        <item>Textbook</item>
        <item>Lesson Plan</item>
        <item>Activities</item>
        <item>Exercises</item>
        <item>Discussion Questions</item>
    </string-array>","Here's the translation of the <string-array> for the ""resource_type"" values:[CODE_BLOCK_0]In this translation, the resource types are translated as follows:Textbook: पाठ्यपुस्तकLesson Plan: पाठ योजनाActivities: कार्यक्रमहरूExercises: अभ्यासहरूDiscussion Questions: छलफल प्रश्नहरूPlease note that the translations provided here are based on common usage, but it's always recommended to consult with a native Nepali speaker for precise translations.","<string-array name=""resource_type"">
    <item>पाठ्यपुस्तक</item>
    <item>पाठ योजना</item>
    <item>कार्यक्रमहरू</item>
    <item>अभ्यासहरू</item>
    <item>छलफल प्रश्नहरू</item>
</string-array>
"
Okuro3499,"<string-array name=""array_levels"">
        <item>Early Education</item>
        <item>Lower Primary</item>
        <item>Upper Primary</item>
        <item>Lower Secondary</item>
        <item>Upper Secondary</item>
        <item>Undergraduate</item>
        <item>Graduate</item>
        <item>Professional</item>
    </string-array>","Here's the translation of the <string-array> for the ""array_levels"" values:[CODE_BLOCK_0]In this translation, the levels are translated as follows:Early Education: प्राथमिक शिक्षाLower Primary: निम्न माध्यमिकUpper Primary: उच्च माध्यमिकLower Secondary: निम्न माध्यमिकUpper Secondary: उच्च माध्यमिकUndergraduate: ग्रेजुएटGraduate: स्नातकProfessional: पेशेवरPlease note that the translations provided here are based on common usage, but it's always recommended to consult with a native Nepali speaker for precise translations.","<string-array name=""array_levels"">
    <item>प्राथमिक शिक्षा</item>
    <item>निम्न माध्यमिक</item>
    <item>उच्च माध्यमिक</item>
    <item>निम्न माध्यमिक</item>
    <item>उच्च माध्यमिक</item>
    <item>ग्रेजुएट</item>
    <item>स्नातक</item>
    <item>पेशेवर</item>
</string-array>
"
